0.058384947,0.01828791,0.32000002
0.0484038,-0.024462495,0.34500003
-0.0024369927,-0.011877483,0.337
0.0069364468,0.029840417,0.316
0.027657593,0.002820467,0.33100003
0.033397593,0.0483544,0.521
0.028849475,0.015990833,0.48700002
-0.016216671,0.025209099,0.514
-0.018862268,0.056472514,0.518
0.007365333,0.03730244,0.532
0.0837013,0.013396836,0.40800002
0.058800165,-0.018380202,0.42400002
0.013209804,-0.0025301694,0.41700003
0.035748903,0.029874463,0.39000002
0.048480626,0.005594477,0.418
0.1568532,-0.026442647,0.588
0.15580046,-0.057946265,0.63000005
0.10317783,-0.04796155,0.633
nan,nan,nan
0.13072617,-0.03750337,0.61300004
nan,nan,nan
0.07865771,-0.06719867,0.44700003
0.03643115,-0.048583336,0.43600002
nan,nan,nan
0.0724809,-0.04646313,0.43600002
0.028595818,0.027865242,0.349
nan,nan,nan
-0.038035028,0.011590891,0.35300002
-0.02072778,0.036372956,0.324
-0.006037346,0.01976824,0.356
